Дата	Номер	Контрагент	Сумма	ПП создано	Статус оплаты	Оплата	Поступление	Дата входящего документа	Номер входящего документа	Комментарий	Номенклатура	Количество	Номенклатура.Единица	Цена	Сумма	% НДС	НДС	Всего	Доп информация
12.07.2023 12:34:04	0000-000527	ООО ПК "ГЕОПРОМ"	42 000,00	Нет		Не оплачен	Не получен	12.07.2023	7979	227,228,229,232,222	Лестница водопроводная 1=4 (22мм) СТ-3	5,000	шт	4 666,67	23 333,33	20%	4 666,67	28 000	
12.07.2023 13:09:46	0000-000529	ООО "ЭЛПРИМ"	3 000,00	Нет		Не оплачен	Не получен	12.07.2023	2022	74	Диагностика оборудования	1,000	шт	2 500,00	2 500,00	20%	500,00	3 000	
12.07.2023 17:24:40	0000-000530	ООО "НОВАТЕХ"	148 412,00	Нет		Не оплачен	Не получен	12.07.2023	971	221	Насос Pedrollo TRITUS TR 0.75	2,000	шт	54 888,34	109 776,67	20%	21 955,33	131 732	
12.07.2023 17:24:40	0000-000530	ООО "НОВАТЕХ"	148 412,00	Нет		Не оплачен	Не получен	12.07.2023	971	221	Опорное колено к TRITUS 0.75-1.3 (горизонт.)	2,000	шт	6 950,00	13 900,00	20%	2 780,00	16 680	
12.07.2023 18:31:19	0000-000531	ЭКС ООО	8 448,36	Нет		Не оплачен	Не получен	12.07.2023	Р23-21062	227,228,229,232,222,221	Выключатель автоматический однополюсный ВА47-29 10А С 4,5кА | MVA20-1-010-C | IEK	10,000	шт	104,80	1 048,00	20%	209,60	1 257,6	
12.07.2023 18:31:19	0000-000531	ЭКС ООО	8 448,36	Нет		Не оплачен	Не получен	12.07.2023	Р23-21062	227,228,229,232,222,221	Выключатель автоматический однополюсный ВА47-29 16А С 4,5кА | MVA20-1-016-C | IEK	6,000	шт	91,61	549,65	20%	109,93	659,58	
12.07.2023 18:31:19	0000-000531	ЭКС ООО	8 448,36	Нет		Не оплачен	Не получен	12.07.2023	Р23-21062	227,228,229,232,222,221	Выключатель автоматический трехполюсный ВА47-29 20А С 4,5кА | MVA20-3-020-C | IEK	4,000	шт	345,32	1 381,27	20%	276,25	1 657,52	
12.07.2023 18:31:19	0000-000531	ЭКС ООО	8 448,36	Нет		Не оплачен	Не получен	12.07.2023	Р23-21062	227,228,229,232,222,221	Выключатель автоматический трехполюсный ВА47-29 32А С 4,5кА | SQ0206-01 12 | TDM	2,000	шт	315,94	631,88	20%	126,38	758,26	
12.07.2023 18:31:19	0000-000531	ЭКС ООО	8 448,36	Нет		Не оплачен	Не получен	12.07.2023	Р23-21062	227,228,229,232,222,221	Наконечник НШВИ 6.0-12 - 79449	100,000	шт	1,14	114,17	20%	22,83	137	
12.07.2023 18:31:19	0000-000531	ЭКС ООО	8 448,36	Нет		Не оплачен	Не получен	12.07.2023	Р23-21062	227,228,229,232,222,221	Провод ПуГВ 1x6 450/750В Ч (бухта) (м)	30,000	м	62,03	1 861,00	20%	372,20	2 233,2	
12.07.2023 18:31:19	0000-000531	ЭКС ООО	8 448,36	Нет		Не оплачен	Не получен	12.07.2023	Р23-21062	227,228,229,232,222,221	Шина нулевая в корп. изол, на DIN -рейку ШНИ-6х9-8-К-С IEK YNN10-69-8KD-K07	10,000	шт	74,88	748,83	20%	149,77	898,6	
12.07.2023 18:31:19	0000-000531	ЭКС ООО	8 448,36	Нет		Не оплачен	Не получен	12.07.2023	Р23-21062	227,228,229,232,222,221	Шина РЕ "земля" в корпусном изоляторе на DIN -рейку ШНИ-6х9-8-К-3 | YNN10-69-8KD-K06 | IEK	10,000	шт	70,55	705,50	20%	141,10	846,6	
12.07.2023 18:31:20	0000-000538	Деловые Линии ООО	4 261,00	Нет		Не оплачен	Не получен	12.07.2023	23-00081989169	107	Информирование о статусе и местонахождении груза	1,000	шт	12,50	12,50	20%	2,50	15	
12.07.2023 18:31:20	0000-000538	Деловые Линии ООО	4 261,00	Нет		Не оплачен	Не получен	12.07.2023	23-00081989169	107	Страхование груза и срока	1,000	шт	435,00	435,00	Без НДС		435	
12.07.2023 18:31:20	0000-000538	Деловые Линии ООО	4 261,00	Нет		Не оплачен	Не получен	12.07.2023	23-00081989169	107	Упаковка груза в палетный борт	1,000	шт	358,33	358,33	20%	71,67	430	
12.07.2023 18:31:20	0000-000538	Деловые Линии ООО	4 261,00	Нет		Не оплачен	Не получен	12.07.2023	23-00081989169	107	Упаковка груза в стретч-плёнку	1,000	шт	145,83	145,83	20%	29,17	175	
12.07.2023 18:31:20	0000-000538	Деловые Линии ООО	4 261,00	Нет		Не оплачен	Не получен	12.07.2023	23-00081989169	107	Услуга по организации доставки (экспедированию) груза из г. Москва в г. Краснодар (мест: 2; 60 кг; 0	1,000	шт	1 155,00	1 155,00	20%	231,00	1 386	
12.07.2023 18:31:20	0000-000538	Деловые Линии ООО	4 261,00	Нет		Не оплачен	Не получен	12.07.2023	23-00081989169	107	Услуга по организации доставки (экспедированию) груза по г. Краснодар	1,000	шт	541,67	541,67	20%	108,33	650	
12.07.2023 18:31:20	0000-000538	Деловые Линии ООО	4 261,00	Нет		Не оплачен	Не получен	12.07.2023	23-00081989169	107	Услуга по организации доставки (экспедированию) груза по г. Москва	1,000	шт	975,00	975,00	20%	195,00	1 170	
13.07.2023 13:42:17	0000-000532	ООО "ПРОПИТАЙ"	18 840,00	Нет		Не оплачен	Не получен	13.07.2023	п-0700	43	PolyTay ЗОЗТАЕ полиэфирная смола общего назначения (5 кг.)	6,000	шт	2 325,00	13 950,00	20%	2 790,00	16 740	
13.07.2023 13:42:17	0000-000532	ООО "ПРОПИТАЙ"	18 840,00	Нет		Не оплачен	Не получен	13.07.2023	п-0700	43	Отвердитель Бутанокс М50 (0,1 кг)	6,000	шт	291,67	1 750,00	20%	350,00	2 100	
13.07.2023 13:42:18	0000-000533	ИП Толстобров Станислав Олегович	58 000,00	Нет		Не оплачен	Не получен	13.07.2023	325	217,218,219	Рукав перфорированный аэрационный AERAPURIT 65 мм (бухта)	100,000	м	580,00	58 000,00	Без НДС		58 000	
13.07.2023 15:03:03	0000-000535	ООО "САНТЕХКОМПЛЕКТ"	11 206,68	Нет		Не оплачен	Не получен	13.07.2023	15333311/SA	217,218,219,91	Нить уплотнит 60м Мастер line	1,000	шт	104,50	104,50	20%	20,90	125,4	
13.07.2023 15:03:03	0000-000535	ООО "САНТЕХКОМПЛЕКТ"	11 206,68	Нет		Не оплачен	Не получен	13.07.2023	15333311/SA	217,218,219,91	Рукав пожарный 51мм в/кГР-50/РС-50,01А 20м ЭК РПК(В)-В/Н-50	2,000	шт	1 103,20	2 206,40	20%	441,28	2 647,68	
13.07.2023 15:03:03	0000-000535	ООО "САНТЕХКОМПЛЕКТ"	11 206,68	Нет		Не оплачен	Не получен	13.07.2023	15333311/SA	217,218,219,91	Хомут ст оц рез/пр 3020 М8 (47-51 )мм (1 1/2") в/к Strongman 3020.048А	100,000	шт	29,30	2 930,00	20%	586,00	3 516	
13.07.2023 15:03:03	0000-000535	ООО "САНТЕХКОМПЛЕКТ"	11 206,68	Нет		Не оплачен	Не получен	13.07.2023	15333311/SA	217,218,219,91	Хомут ст оц рез/пр 3020 М8 (75-80)мм (2 1/2") в/к Strongman 3020.075А	70,000	шт	42,40	2 968,00	20%	593,60	3 561,6	
13.07.2023 15:03:03	0000-000535	ООО "САНТЕХКОМПЛЕКТ"	11 206,68	Нет		Не оплачен	Не получен	13.07.2023	15333311/SA	217,218,219,91	Хомут ст оц рез/пр М8 (60-64)мм (2") б/к.	50,000	шт	15,90	795,00	20%	159,00	954	
13.07.2023 15:03:03	0000-000535	ООО "САНТЕХКОМПЛЕКТ"	11 206,68	Нет		Не оплачен	Не получен	13.07.2023	15333311/SA	217,218,219,91	Хомут червяч нерж (16-25)мм Китай	50,000	шт	6,70	335,00	20%	67,00	402	
13.07.2023 15:03:03	0000-000536	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	5 293,00	Нет		Не оплачен	Не получен	13.07.2023	2307-278359-00960	217,218,219	Pilorama Коронка Bi-Metall 8Со. 203мм 570203	1,000	шт	1 467,50	1 467,50	20%	293,50	1 761	
13.07.2023 15:03:03	0000-000536	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	5 293,00	Нет		Не оплачен	Не получен	13.07.2023	2307-278359-00960	217,218,219	Профит Шланг прозрачный 4x6мм, 100м 9663156-1	1,000	шт	1 143,33	1 143,33	20%	228,67	1 372	
13.07.2023 15:03:03	0000-000536	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	5 293,00	Нет		Не оплачен	Не получен	13.07.2023	2307-278359-00960	217,218,219	СТМ Штуцер под шланг с нар. рез. 1 х20мм CRSM0120	12,000	шт	150,00	1 800,00	20%	360,00	2 160	
13.07.2023 15:03:03	0000-000537	ООО "ОБОГРЕВ ЛЮКС"	12 000,00	Нет		Не оплачен	Не получен	13.07.2023	UT-17543	217,218,219	01 .Саморегулирующийся нагревательный кабель PSK16-2	200,000	м	50,00	10 000,00	20%	2 000,00	12 000	
13.07.2023 16:28:55	0000-000539	ИП Блануца Александр Николаевич	6 600,00	Нет		Не оплачен	Не получен	13.07.2023	107	219	Ремонт генератора	1,000	шт	6 600,00	6 600,00	Без НДС		6 600	
13.07.2023 16:28:56	0000-000542	Колупаев Олег Витальевич ИП	65 200,00	Нет		Не оплачен	Не получен	13.07.2023	07	217,218,219	Изготовление сороулавливающей корзины 380*380 КСК 5м3	4,000	шт	16 300,00	65 200,00	Без НДС		65 200	
14.07.2023 9:14:36	0000-000540	ООО "ТК АЛЬФА АРС"	31 275,00	Нет		Не оплачен	Не получен	14.07.2023	А2003651	217,218,219	Анкер клиновой 1 2x1 20 ( 40 шт) Alfa Fix	160,000	шт	29,17	4 666,67	20%	933,33	5 600	
14.07.2023 9:14:36	0000-000540	ООО "ТК АЛЬФА АРС"	31 275,00	Нет		Не оплачен	Не получен	14.07.2023	А2003651	217,218,219	Анкер клиновой 10х 95 ( 50 шт)	100,000	шт	27,08	2 708,33	20%	541,67	3 250	
14.07.2023 9:14:36	0000-000540	ООО "ТК АЛЬФА АРС"	31 275,00	Нет		Не оплачен	Не получен	14.07.2023	А2003651	217,218,219	Болт DIN 933 12х 40 цинк кор. 5 кг Крепыши	5,000	кг	125,00	625,00	20%	125,00	750	
14.07.2023 9:14:36	0000-000540	ООО "ТК АЛЬФА АРС"	31 275,00	Нет		Не оплачен	Не получен	14.07.2023	А2003651	217,218,219	Круг по металлу 125x1,0x22,23 KETZU Standart (металл+нерж) (25шт)	25,000	шт	30,83	770,83	20%	154,17	925	
14.07.2023 9:14:36	0000-000540	ООО "ТК АЛЬФА АРС"	31 275,00	Нет		Не оплачен	Не получен	14.07.2023	А2003651	217,218,219	Рым-гайка DIN 582 М10оц(5шт)	15,000	шт	41,67	625,00	20%	125,00	750	
14.07.2023 9:14:36	0000-000540	ООО "ТК АЛЬФА АРС"	31 275,00	Нет		Не оплачен	Не получен	14.07.2023	А2003651	217,218,219	Цепь сварная длиннозвенная DIN 763 (DIN 5685С) 6 мм цинк (20 м) Alfa Fix	200,000	м	83,33	16 666,67	20%	3 333,33	20 000	
14.07.2023 9:14:36	0000-000541	ООО "САНТЕХКОМПЛЕКТ"	5 690,40	Нет		Не оплачен	Не получен	14.07.2023	Счет 15339846/SA	91	Рукав пожарный 51мм в/кГР-50П 20м ЭК РПК(В)-В/Н-50	5,000	шт	948,40	4 742,00	20%	948,40	5 690,4	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Клей L-6023 (946ml) Bailey для ПВХ труб	10,000	шт	927,31	9 273,08	20%	1 854,62	11 127,7	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Кран шаровый d50 (уплотнение TPV, остальное ЕРОМ) с муфтовым окончанием AQUAVIVA, Россия	4,000	шт	472,60	1 890,40	20%	378,08	2 268,48	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Муфта клеевая d50 PN16 AQUAVIVA, Россия	8,000	шт	32,16	257,27	20%	51,45	308,72	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Муфта разборная с уплотнением ЕРОМ d50 AQUAVIVA, Россия	50,000	шт	140,48	7 024,17	20%	1 404,83	8 429	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Обратный клапан пружинный d50 уплотнение EPDM AQUAVIVA, Россия	3,000	шт	612,42	1 837,25	20%	367,45	2 204,7	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Очиститель (Праймер) 946ml Bailey	10,000	шт	962,63	9 626,25	20%	1 925,25	11 551,5	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Редукционное кольцо 50x40mm	12,000	шт	27,81	333,70	20%	66,74	400,44	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Редукционное кольцо с резьбой d50*1-1/2" мм EFFAST, Италия, Арт.№ RGRRCG050F	8,000	шт	315,46	2 523,67	20%	504,73	3 028,4	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Тройник клеевой 90° d50 PN 16 AQUAVIVA, Россия	5,000	шт	68,66	343,29	20%	68,66	411,95	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Труба AQUAVIVA ПВХ d40x3.0 PN16 L=3 с раструбом под клеевое соединение	10,000	шт	312,32	3 123,17	20%	624,63	3 747,8	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Труба AQUAVIVA ПВХ d50x3.7 PN16 L=3 с раструбом под клеевое соединение	50,000	шт	474,04	23 702,08	20%	4 740,42	28 442,5	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Угол клеевой 90° d40 PN 16 AQUAVIVA, Россия	50,000	шт	28,59	1 429,58	20%	285,92	1 715,5	
14.07.2023 10:34:02	0000-000543	ООО "АКВАВИВА"	77 460,49	Нет		Не оплачен	Не получен	14.07.2023	14434	217,218,219	Угол клеевой 90° d50 PN 16 AQUAVIVA, Россия	60,000	шт	53,11	3 186,50	20%	637,30	3 823,8	
14.07.2023 16:49:57	0000-000544	ООО "ЮТАРА"	24 984,40	Нет		Не оплачен	Не получен	14.07.2023	УТ-29867	216,217,218,219,220,221	Труба НК ПП 110x3,4x2000, рыжий, РТП	20,000	шт	371,08	7 421,67	20%	1 484,33	8 906	
14.07.2023 16:49:57	0000-000544	ООО "ЮТАРА"	24 984,40	Нет		Не оплачен	Не получен	14.07.2023	УТ-29867	216,217,218,219,220,221	Труба НК ПП 160x4,9x1000, рыжий, РТП	20,000	шт	457,02	9 140,33	20%	1 828,07	10 968,4	
14.07.2023 16:49:57	0000-000544	ООО "ЮТАРА"	24 984,40	Нет		Не оплачен	Не получен	14.07.2023	УТ-29867	216,217,218,219,220,221	Труба ПНД питьевая напорная ПЭ100 32x2,4x100, SDR1 3,6,РМ12,5,черный, РТП	100,000	м	42,58	4 258,33	20%	851,67	5 110	
14.07.2023 16:49:57	0000-000545	ЛЕРУА МЕРЛЕН ВОСТОК ООО	32 500,00	Нет		Не оплачен	Не получен	14.07.2023	004 000-099772/8833	217,218,219	Доставка	1,000		8 750,00	8 750,00	20%	1 750,00	10 500	
14.07.2023 16:49:57	0000-000545	ЛЕРУА МЕРЛЕН ВОСТОК ООО	32 500,00	Нет		Не оплачен	Не получен	14.07.2023	004 000-099772/8833	217,218,219	Пескобетон Каменный цветок М400 Корунд 40 кг	80,000	шт	229,17	18 333,33	20%	3 666,67	22 000	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	Бирка кабельная У-134 (квадрат 55x55 мм) | UZMA-BIK-Y134-S | IEK	300,000	шт	1,69	507,50	20%	101,50	609	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	Бирка кабельная У-136 (треугольник 55x55x55 мм) | UZMA-BIK-Y136-T | IEK	300,000	шт	1,50	450,00	20%	90,00	540	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	Изолента ПВХ 15ммх20м черн. ЭРА С0036552	30,000	шт	37,18	1 115,50	20%	223,10	1 338,6	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	Изолента ПВХ серая 15мм 20м ЭРА срок поставки 2-3 дня	10,000	шт	49,86	498,58	20%	99,72	598,3	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	Инструмент для снятия изоляции WS-06 КВТ 60409	1,000	шт	1 251,12	1 251,12	20%	250,22	1 501,34	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	Кримпер для обжима штыревых наконечников 0.25-6.0кв.мм (НТ-864) (HY-UD64) PROCONNECT 12-3202-4	1,000	шт	1 727,80	1 727,80	20%	345,56	2 073,36	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	Наконечник НШВИ 1.0-8 - 79438	400,000	шт	0,37	146,67	20%	29,33	176	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	РК 75-9-12	1,000	м	129,08	129,08	20%	25,82	154,9	
14.07.2023 16:49:57	0000-000546	ЭКС ООО	9 818,30	Нет		Не оплачен	Не получен	14.07.2023	Р23-21329	216,217,218,219,220,221	Строб 1 ,3w красный IP54 - 29895 срок поставки 12-15 дней	10,000	шт	235,57	2 355,67	20%	471,13	2 826,8	
14.07.2023 18:34:29	0000-000547	Деловые Линии ООО	1 486,00	Нет		Не оплачен	Не получен	14.07.2023	23-00331089424	217,218,219	Информирование о статусе и местонахождении груза	1,000	шт	12,50	12,50	20%	2,50	15	
14.07.2023 18:34:29	0000-000547	Деловые Линии ООО	1 486,00	Нет		Не оплачен	Не получен	14.07.2023	23-00331089424	217,218,219	Страхование груза и срока	1,000	шт	112,00	112,00	Без НДС		112	
14.07.2023 18:34:29	0000-000547	Деловые Линии ООО	1 486,00	Нет		Не оплачен	Не получен	14.07.2023	23-00331089424	217,218,219	Услуга по организации доставки (экспедированию) груза из г. Киров в г. Москва (мест: 1; 12 кг; 0,1 м	1,000	шт	590,83	590,83	20%	118,17	709	
14.07.2023 18:34:29	0000-000547	Деловые Линии ООО	1 486,00	Нет		Не оплачен	Не получен	14.07.2023	23-00331089424	217,218,219	Услуга по организации доставки (экспедированию) груза по г. Москва	1,000	шт	541,67	541,67	20%	108,33	650	
17.07.2023 16:24:22	0000-000548	ООО "КОНСУЛ"	1 880,00	Нет		Не оплачен	Не получен	17.07.2023	КБ 12581/1	214	Болт М8х150 оцинкованный	24,000	шт	37,50	900,00	20%	180,00	1 080	
17.07.2023 16:24:22	0000-000548	ООО "КОНСУЛ"	1 880,00	Нет		Не оплачен	Не получен	17.07.2023	КБ 12581/1	214	Шпилька М8х1.25x1000 10.9	2,000	шт	333,33	666,67	20%	133,33	800	
17.07.2023 17:10:04	0000-000550	ЛЕРУА МЕРЛЕН ВОСТОК ООО	4 225,00	Нет		Не оплачен	Не получен	17.07.2023	004 000-099772/5826	214	Кирпич строительный рядовой полнотелый Мстера М150 красный 250х120х65 мм 1 НФ	50,000	шт	20,00	1 000,00	20%	200,00	1 200	
17.07.2023 17:10:04	0000-000550	ЛЕРУА МЕРЛЕН ВОСТОК ООО	4 225,00	Нет		Не оплачен	Не получен	17.07.2023	004 000-099772/5826	214	Пескобетон Каменный цветок М400 Корунд 40 кг	11,000	шт	229,17	2 520,83	20%	504,17	3 025	
18.07.2023 15:54:48	0000-000551	ООО "ВОДНАЯ ТЕХНИКА"	79 680,41	Нет		Не оплачен	Не получен	18.07.2023	18812	#Документ загружен из сервиса Entera.pro	DVI WT DN50 PN16 Клиновая задвижка с обрезиненным клином	8,000	шт	3 963,52	31 708,16	20%	6 341,63	38 049,79	Удален
18.07.2023 15:54:48	0000-000551	ООО "ВОДНАЯ ТЕХНИКА"	79 680,41	Нет		Не оплачен	Не получен	18.07.2023	18812	#Документ загружен из сервиса Entera.pro	DVI WT DN65 PN16 Клиновая задвижка с обрезиненным клином	4,000	шт	5 081,47	20 325,89	20%	4 065,18	24 391,07	Удален
18.07.2023 15:54:48	0000-000551	ООО "ВОДНАЯ ТЕХНИКА"	79 680,41	Нет		Не оплачен	Не получен	18.07.2023	18812	#Документ загружен из сервиса Entera.pro	REF WT DN 50 Компенсатор резиновый фланцевый (4 отв.)	4,000	шт	2 242,47	8 969,90	20%	1 793,98	10 763,88	Удален
18.07.2023 15:54:48	0000-000551	ООО "ВОДНАЯ ТЕХНИКА"	79 680,41	Нет		Не оплачен	Не получен	18.07.2023	18812	#Документ загружен из сервиса Entera.pro	REF WT DN 65 Компенсатор резиновый фланцевый (4 отв.)	2,000	шт	2 698,20	5 396,39	20%	1 079,28	6 475,67	Удален
18.07.2023 15:54:49	0000-000552	ЭКС ООО	25 483,79	Нет		Не оплачен	Не получен	18.07.2023	Р23-21764	214,216,217,218	Контактор КМН-11210 12А 230B/AC3 1 НО | SQ0708-0006 | TDM	15,000	шт	398,64	5 979,63	20%	1 195,92	7 175,55	
18.07.2023 15:54:49	0000-000552	ЭКС ООО	25 483,79	Нет		Не оплачен	Не получен	18.07.2023	Р23-21764	214,216,217,218	Пускатель ПРК32-6.3 In6.3А Ir4-6.3A Ue 660В IEK DMS11-D63	8,000	шт	1 297,04	10 376,32	20%	2 075,28	12 451,6	
18.07.2023 15:54:49	0000-000552	ЭКС ООО	25 483,79	Нет		Не оплачен	Не получен	18.07.2023	Р23-21764	214,216,217,218	Пускатель ручной кнопочный ПРК32-4 In =4 A lr=2,5-4A Ue 660В | DMS1 1-004 | IEK	4,000	шт	1 220,13	4 880,53	20%	976,11	5 856,64	
18.07.2023 15:54:49	0000-000553	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	907,00	Нет		Не оплачен	Не получен	18.07.2023	2307-100115-78356	43	МЕГЕОН Терморегулятор 26900 К0000035320	1,000	шт	755,83	755,83	20%	151,17	907	
18.07.2023 15:54:49	0000-000554	ООО "САНТЕХКОМПЛЕКТ"	3 762,00	Нет		Не оплачен	Не получен	18.07.2023	15357615/SA	216,217,218,219,220,221	Нить уплотнит 60м Мастер line	30,000	шт	104,50	3 135,00	20%	627,00	3 762	
18.07.2023 16:31:40	0000-000555	ООО "ВОДНАЯ ТЕХНИКА"	91 176,49	Нет		Не оплачен	Не получен	18.07.2023	18812	221,222,232	CVU WT DN 50 Фланцевый шаровой обратный клапан	4,000	шт	4 832,40	19 329,60	20%	3 865,92	23 195,52	Удален
18.07.2023 16:31:40	0000-000555	ООО "ВОДНАЯ ТЕХНИКА"	91 176,49	Нет		Не оплачен	Не получен	18.07.2023	18812	221,222,232	CVU WT DN65 PN16 Фланцевый шаровой обратный клапан (ЛИКВИДАЦИЯ ОСТАТКОВ 15%)	2,000	шт	2 308,38	4 616,76	20%	923,35	5 540,11	Удален
18.07.2023 16:31:40	0000-000555	ООО "ВОДНАЯ ТЕХНИКА"	91 176,49	Нет		Не оплачен	Не получен	18.07.2023	18812	221,222,232	DVI WT DN50 PN16 Клиновая задвижка с обрезиненным клином	8,000	шт	3 963,52	31 708,16	20%	6 341,63	38 049,79	Удален
18.07.2023 16:31:40	0000-000555	ООО "ВОДНАЯ ТЕХНИКА"	91 176,49	Нет		Не оплачен	Не получен	18.07.2023	18812	221,222,232	DVI WT DN65 PN16 Клиновая задвижка с обрезиненным клином	4,000	шт	5 081,47	20 325,89	20%	4 065,18	24 391,07	Удален
19.07.2023 13:54:15	0000-000557	СПК ООО	158 480,00	Нет		Не оплачен	Не получен	19.07.2023	129	217,218	Водомерный лоток ВЛ-200	1,000	шт	59 616,67	59 616,67	20%	11 923,33	71 540	
19.07.2023 13:54:15	0000-000557	СПК ООО	158 480,00	Нет		Не оплачен	Не получен	19.07.2023	129	217,218	Задвижка шиберная D-160 мм	2,000	шт	4 608,34	9 216,67	20%	1 843,33	11 060	
19.07.2023 13:54:15	0000-000557	СПК ООО	158 480,00	Нет		Не оплачен	Не получен	19.07.2023	129	217,218	Задвижка шиберная D-200 мм	3,000	шт	6 416,67	19 250,00	20%	3 850,00	23 100	
19.07.2023 13:54:15	0000-000557	СПК ООО	158 480,00	Нет		Не оплачен	Не получен	19.07.2023	129	217,218	Фильтр крупных фракций двойной D-160 мм, с коробом для крепления к бетонному кольцу D-1500 мм.	2,000	шт	21 991,67	43 983,33	20%	8 796,67	52 780	
19.07.2023 13:54:15	0000-000558	ООО "ИНТЕГРА-ТЕХКОМ"	253 930,00	Нет		Не оплачен	Не получен	19.07.2023	200	227,228,229,230,231,232,221,222,217,218	КЭШУ.23.400.500.200.00	5,000	шт	14 541,67	72 708,33	20%	14 541,67	87 250	
19.07.2023 13:54:15	0000-000558	ООО "ИНТЕГРА-ТЕХКОМ"	253 930,00	Нет		Не оплачен	Не получен	19.07.2023	200	227,228,229,230,231,232,221,222,217,218	КЭШУ.23.600.600.200.00	9,000	шт	15 433,33	138 900,00	20%	27 780,00	166 680	
19.07.2023 17:42:50	0000-000559	ООО "АРСЕНАЛ"	3 300,00	Нет		Не оплачен	Не получен	19.07.2023	199	217	Щит с монтажной панелью ЩМП-08 (650*500*220) IP54	1,000	шт	2 750,00	2 750,00	20%	550,00	3 300	
19.07.2023 17:42:50	0000-000560	ООО "ВОДНАЯ ТЕХНИКА"	91 176,49	Нет		Не оплачен	Не получен	19.07.2023	18585	221,222,232	CVU WT DN 50 Фланцевый шаровой обратный клапан	4,000	шт	4 832,40	19 329,60	20%	3 865,92	23 195,52	
19.07.2023 17:42:50	0000-000560	ООО "ВОДНАЯ ТЕХНИКА"	91 176,49	Нет		Не оплачен	Не получен	19.07.2023	18585	221,222,232	CVU WT DN65 PN16 Фланцевый шаровой обратный клапан (ЛИКВИДАЦИЯ ОСТАТКОВ 15%)	2,000	шт	2 308,38	4 616,76	20%	923,35	5 540,11	
19.07.2023 17:42:50	0000-000560	ООО "ВОДНАЯ ТЕХНИКА"	91 176,49	Нет		Не оплачен	Не получен	19.07.2023	18585	221,222,232	DVI WT DN50 PN16 Клиновая задвижка с обрезиненным клином	8,000	шт	3 963,52	31 708,16	20%	6 341,63	38 049,79	
